Transcript_ID,KO_IDs,Pathway_IDs,Module_IDs,Reaction_IDs
NODE_56139_length_924_cov_5.709714_g27114_i0,ko:K08874,"ko05166,map05166",,
NODE_56145_length_924_cov_4.073143_g27120_i0,ko:K05387,,,
NODE_56158_length_923_cov_1346.391304_g20811_i1,ko:K02921,"ko03010,map03010","M00177,M00179",
NODE_56159_length_923_cov_1114.100686_g27133_i0,ko:K03937,"ko00190,ko01100,ko04714,ko04723,ko04932,ko05010,ko05012,ko05016,map00190,map01100,map04714,map04723,map04932,map05010,map05012,map05016",M00143,
NODE_56162_length_923_cov_405.617849_g26739_i1,ko:K13448,"ko04626,map04626",,
NODE_56167_length_923_cov_154.810069_g27135_i0,ko:K02879,"ko03010,map03010",M00178,
NODE_5616_length_3472_cov_69.877008_g1637_i4,ko:K11498,,,
NODE_56183_length_923_cov_8.267735_g27145_i0,ko:K09286,,,
NODE_56197_length_923_cov_2.353547_g27154_i0,ko:K19613,"ko04014,map04014",,
NODE_56200_length_923_cov_1.390160_g27156_i0,ko:K05933,"ko00270,ko01100,ko01110,map00270,map01100,map01110",M00368,R07214
NODE_56201_length_922_cov_3111.728522_g1374_i4,ko:K03541,"ko00195,ko01100,map00195,map01100",,
NODE_56203_length_922_cov_629.380298_g21373_i2,ko:K01802,,,
NODE_56205_length_922_cov_154.533792_g27157_i0,ko:K03686,,,
NODE_56209_length_922_cov_70.990836_g27159_i0,ko:K08726,"ko00590,ko00625,ko01100,ko01120,ko04146,map00590,map00625,map01100,map01120,map04146",,"R05842,R07108,R07109,R07110,R07111"
NODE_5620_length_3471_cov_666.545295_g2798_i0,ko:K07466,"ko03030,ko03420,ko03430,ko03440,ko03460,map03030,map03420,map03430,map03440,map03460",M00288,
NODE_56235_length_921_cov_500.641055_g27175_i0,ko:K17609,,,
NODE_56236_length_921_cov_245.043578_g27176_i0,ko:K02692,"ko00195,ko01100,map00195,map01100",M00163,
NODE_56238_length_921_cov_117.677752_g27178_i0,ko:K13152,,,
NODE_56255_length_921_cov_11.139908_g27187_i0,ko:K00799,"ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418",,"R03522,R07002,R07003,R07004,R07023,R07024,R07025,R07026,R07069,R07070,R07083,R07084,R07091,R07092,R07093,R07094,R07100,R07113,R07116,R08280,R09409,R11905"
NODE_56256_length_921_cov_9.614679_g27188_i0,ko:K03327,,,
NODE_56274_length_920_cov_1588.758898_g13946_i10,ko:K04078,,,
NODE_56275_length_920_cov_401.088404_g2811_i3,ko:K14396,"ko03015,ko05164,map03015,map05164",,
NODE_56279_length_920_cov_135.490241_g27205_i0,ko:K20185,,,
NODE_5627_length_3471_cov_39.466394_g2803_i0,ko:K18835,"ko04626,map04626",,
NODE_56285_length_920_cov_45.241102_g22490_i1,ko:K09422,,,
NODE_56299_length_920_cov_2.657865_g27223_i0,ko:K14297,"ko03013,ko05164,map03013,map05164",M00427,
NODE_56300_length_920_cov_2.383467_g27224_i0,"ko:K15078,ko:K19613","ko03460,ko04014,map03460,map04014",,
NODE_56307_length_919_cov_5497.636782_g27231_i0,ko:K00434,"ko00053,ko00480,map00053,map00480",,R00644
NODE_5630_length_3470_cov_218.645425_g1514_i2,ko:K01408,"ko05010,map05010",,
NODE_56319_length_919_cov_72.213793_g21272_i1,ko:K04077,"ko03018,ko04212,ko04940,ko05134,ko05152,map03018,map04212,map04940,map05134,map05152",,
NODE_56330_length_919_cov_9.221839_g27242_i0,ko:K10523,"ko04340,ko04341,map04340,map04341",M00384,
NODE_5633_length_3470_cov_76.248465_g2805_i0,ko:K22381,,,
NODE_56345_length_918_cov_2214.281933_g27255_i0,ko:K02977,"ko03010,map03010","M00177,M00179",
NODE_56354_length_918_cov_202.188723_g19567_i1,ko:K02959,"ko03010,map03010",M00178,
NODE_56355_length_918_cov_198.456847_g26190_i1,ko:K02265,"ko00190,ko01100,ko04260,ko04714,ko04932,ko05010,ko05012,ko05016,map00190,map01100,map04260,map04714,map04932,map05010,map05012,map05016",M00154,
NODE_56364_length_918_cov_18.483314_g27262_i0,ko:K01166,,,
NODE_56380_length_917_cov_366.961982_g27276_i0,ko:K03262,"ko03013,ko04214,map03013,map04214",,
NODE_56382_length_917_cov_195.397465_g27278_i0,ko:K09422,,,
NODE_56383_length_917_cov_79.775346_g27279_i0,ko:K20217,"ko04120,map04120",,
NODE_5638_length_3469_cov_45.928655_g2345_i2,ko:K01681,"ko00020,ko00630,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,map00020,map00630,map00720,map01100,map01110,map01120,map01130,map01200,map01210,map01230","M00009,M00010,M00012,M00173,M00740","R01324,R01325,R01900"
NODE_56395_length_917_cov_10.929724_g27283_i0,ko:K05666,"ko01523,ko01524,ko02010,ko04976,map01523,map01524,map02010,map04976",,
NODE_5639_length_3469_cov_19.316082_g2808_i0,ko:K11593,,,
NODE_56403_length_917_cov_3.899770_g27289_i0,ko:K08819,,,
NODE_56411_length_916_cov_985.765859_g27295_i0,ko:K02893,"ko03010,map03010",M00177,
NODE_56420_length_916_cov_63.148789_g27297_i0,ko:K01166,,,
NODE_56443_length_915_cov_1429.405312_g27315_i0,ko:K11099,"ko03040,map03040","M00351,M00352,M00354,M00355,M00398",
NODE_56448_length_915_cov_238.076212_g27318_i0,ko:K03809,"ko00130,ko01110,map00130,map01110",,"R02964,R03643,R03816"
NODE_56453_length_915_cov_80.274827_g27321_i0,ko:K20793,,,
NODE_56470_length_915_cov_4.264434_g27330_i0,ko:K09264,,,
NODE_56473_length_915_cov_3.390300_g27333_i0,ko:K04733,"ko04010,ko04064,ko04620,ko04621,ko04624,ko04722,ko05133,ko05140,ko05142,ko05145,ko05152,ko05162,ko05164,map04010,map04064,map04620,map04621,map04624,map04722,map05133,map05140,map05142,map05145,map05152,map05162,map05164",M00686,
NODE_56475_length_915_cov_2.780600_g27335_i0,ko:K13944,,,
NODE_56477_length_915_cov_2.285219_g27337_i0,ko:K19986,,,
NODE_5647_length_3467_cov_122.989468_g2812_i0,ko:K07198,"ko04068,ko04140,ko04150,ko04151,ko04152,ko04211,ko04213,ko04371,ko04530,ko04710,ko04714,ko04910,ko04920,ko04921,ko04922,ko04931,ko04932,ko05410,ko05418,map04068,map04140,map04150,map04151,map04152,map04211,map04213,map04371,map04530,map04710,map04714,map04910,map04920,map04921,map04922,map04931,map04932,map05410,map05418",,
NODE_56487_length_914_cov_232.727168_g27344_i0,ko:K02870,"ko03010,map03010",M00177,
NODE_5648_length_3467_cov_89.609713_g2813_i0,ko:K16055,"ko00500,ko01100,map00500,map01100",,"R02737,R02778"
NODE_56496_length_914_cov_43.141040_g27349_i0,ko:K13993,"ko04141,map04141",,
NODE_56498_length_914_cov_39.563006_g27350_i0,ko:K20303,,,
NODE_56499_length_914_cov_38.364162_g27351_i0,ko:K19784,,,
NODE_56507_length_914_cov_9.924855_g27357_i0,ko:K21444,,,
NODE_56509_length_914_cov_8.018497_g27359_i0,ko:K04733,"ko04010,ko04064,ko04620,ko04621,ko04624,ko04722,ko05133,ko05140,ko05142,ko05145,ko05152,ko05162,ko05164,map04010,map04064,map04620,map04621,map04624,map04722,map05133,map05140,map05142,map05145,map05152,map05162,map05164",M00686,
NODE_56515_length_914_cov_4.004624_g27363_i0,ko:K12930,"ko00942,ko01100,ko01110,map00942,map01100,map01110",,"R06534,R06535,R06536"
NODE_5651_length_3467_cov_20.731714_g2814_i0,ko:K03349,"ko04110,ko04111,ko04113,ko04114,ko04120,ko04914,ko05166,map04110,map04111,map04113,map04114,map04120,map04914,map05166",M00389,
NODE_56528_length_913_cov_789.083333_g27376_i0,ko:K03671,"ko04621,ko05418,map04621,map05418",,
NODE_56539_length_913_cov_128.806713_g27381_i0,ko:K21374,,,
NODE_56540_length_913_cov_105.966435_g21724_i1,ko:K16223,"ko04712,map04712",,
NODE_56546_length_913_cov_38.052083_g27383_i0,ko:K15078,"ko03460,map03460",,
NODE_56549_length_913_cov_19.596065_g27385_i0,ko:K18819,"ko00052,map00052",,R01192
NODE_56553_length_913_cov_7.357639_g27389_i0,ko:K14488,"ko04075,map04075",,
NODE_56554_length_913_cov_6.966435_g27390_i0,ko:K20623,"ko00905,ko01100,ko01110,map00905,map01100,map01110",,"R07470,R07474"
NODE_56555_length_913_cov_4.460648_g27391_i0,ko:K13993,"ko04141,map04141",,
NODE_5656_length_3466_cov_153.054726_g2817_i0,ko:K15361,"ko03460,map03460",,
NODE_56570_length_912_cov_287.268830_g27403_i0,"ko:K20347,ko:K20352",,,
NODE_56578_length_912_cov_55.312862_g27408_i0,"ko:K11982,ko:K19041",,,
NODE_56579_length_912_cov_53.482039_g27409_i0,ko:K20254,"ko03320,map03320",,
NODE_56597_length_912_cov_2.813441_g27423_i0,ko:K01051,"ko00040,ko01100,map00040,map01100",M00081,R02362
NODE_5661_length_3466_cov_37.412935_g2820_i0,"ko:K13459,ko:K20603","ko04016,ko04626,map04016,map04626",,
NODE_56620_length_911_cov_96.208817_g27439_i0,ko:K09481,"ko03060,ko04141,ko04145,ko05110,map03060,map04141,map04145,map05110",M00401,
NODE_5662_length_3465_cov_144.163349_g2821_i0,ko:K16732,,,
NODE_5665_length_3465_cov_57.992974_g2824_i0,ko:K10875,"ko03440,map03440",,
NODE_56677_length_910_cov_3.666667_g27480_i0,ko:K00511,"ko00100,ko00909,ko01100,ko01110,ko01130,map00100,map00909,map01100,map01110,map01130",,R02874
NODE_56690_length_909_cov_103.801163_g27489_i0,ko:K01381,"ko04138,map04138",,
NODE_56706_length_909_cov_8.545349_g27501_i0,ko:K14488,"ko04075,map04075",,
NODE_56726_length_908_cov_403.740396_g27520_i0,ko:K17808,,,
NODE_56765_length_907_cov_873.392774_g27548_i0,ko:K08967,"ko00270,ko01100,map00270,map01100",M00034,"R07363,R07364"
NODE_56767_length_907_cov_422.675991_g27550_i0,ko:K11251,"ko04217,ko05034,ko05322,map04217,map05034,map05322",,
NODE_56785_length_907_cov_17.334499_g27558_i0,ko:K13420,"ko04016,ko04626,map04016,map04626",,
NODE_56789_length_907_cov_9.200466_g23411_i1,ko:K17275,,,
NODE_56790_length_907_cov_5.762238_g27562_i0,ko:K17757,,,
NODE_5679_length_3462_cov_250.696162_g353_i1,ko:K13210,,,
NODE_56801_length_907_cov_1.680653_g27573_i0,ko:K10408,"ko05016,map05016",,
NODE_56804_length_906_cov_1205.588098_g7529_i2,ko:K03941,"ko00190,ko01100,ko04714,ko04723,ko04932,ko05010,ko05012,ko05016,map00190,map01100,map04714,map04723,map04932,map05010,map05012,map05016",M00143,R11945
NODE_5680_length_3462_cov_204.493701_g2836_i0,ko:K15397,"ko00062,ko01110,map00062,map01110",M00415,"R09419,R10825"
NODE_56813_length_906_cov_235.953326_g27581_i0,ko:K07565,,,
NODE_56818_length_906_cov_108.242707_g22893_i1,ko:K14009,"ko04141,ko05165,map04141,map05165",,
NODE_56831_length_906_cov_24.723454_g27591_i0,ko:K13356,"ko00073,ko04146,ko04212,map00073,map04146,map04212",,R09470
NODE_56834_length_906_cov_14.208868_g27593_i0,ko:K00799,"ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418",,"R03522,R07002,R07003,R07004,R07023,R07024,R07025,R07026,R07069,R07070,R07083,R07084,R07091,R07092,R07093,R07094,R07100,R07113,R07116,R08280,R09409,R11905"
NODE_56837_length_906_cov_7.677946_g17971_i1,ko:K00799,"ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418",,"R03522,R07002,R07003,R07004,R07023,R07024,R07025,R07026,R07069,R07070,R07083,R07084,R07091,R07092,R07093,R07094,R07100,R07113,R07116,R08280,R09409,R11905"
NODE_56846_length_906_cov_2.732789_g27603_i0,"ko:K13262,ko:K16040","ko00943,ko00945,map00943,map00945",,"R06794,R07724,R09872"
NODE_56855_length_906_cov_1.245041_g27612_i0,ko:K00423,"ko00053,ko01100,map00053,map01100",,R00068
NODE_56858_length_905_cov_311.197430_g27613_i0,ko:K04797,,,
NODE_5685_length_3461_cov_180.150645_g2838_i0,ko:K21867,,,
NODE_56868_length_905_cov_52.185748_g27618_i0,ko:K09647,"ko03060,map03060",,
NODE_56869_length_905_cov_44.063084_g27619_i0,ko:K15032,,,
NODE_5687_length_3461_cov_112.786928_g2839_i0,ko:K14539,"ko03008,map03008",,
NODE_56909_length_904_cov_24.887719_g27648_i0,ko:K07374,"ko04145,ko04210,ko04530,ko04540,ko05130,map04145,map04210,map04530,map04540,map05130",,
NODE_5690_length_3461_cov_27.000879_g2841_i0,ko:K11000,,,
NODE_56910_length_904_cov_18.298246_g27649_i0,ko:K13899,"ko04970,map04970",,
NODE_56919_length_904_cov_3.284211_g27655_i0,ko:K14505,"ko04075,map04075",M00692,
NODE_5692_length_3460_cov_44.277631_g2843_i0,ko:K08735,"ko01524,ko03430,ko05200,ko05210,map01524,map03430,map05200,map05210",M00295,
NODE_56932_length_903_cov_42.120609_g27665_i0,ko:K06063,"ko03040,ko04330,ko05169,ko05203,map03040,map04330,map05169,map05203",M00355,
NODE_56939_length_903_cov_7.497658_g27670_i0,ko:K09264,,,
NODE_56944_length_903_cov_4.573770_g27674_i0,ko:K02183,"ko04014,ko04015,ko04016,ko04020,ko04022,ko04024,ko04070,ko04114,ko04218,ko04261,ko04270,ko04371,ko04626,ko04713,ko04720,ko04722,ko04728,ko04740,ko04744,ko04745,ko04750,ko04910,ko04912,ko04915,ko04916,ko04921,ko04922,ko04924,ko04925,ko04970,ko04971,ko05010,ko05031,ko05034,ko05133,ko05152,ko05167,ko05200,ko05214,ko05418,map04014,map04015,map04016,map04020,map04022,map04024,map04070,map04114,map04218,map04261,map04270,map04371,map04626,map04713,map04720,map04722,map04728,map04740,map04744,map04745,map04750,map04910,map04912,map04915,map04916,map04921,map04922,map04924,map04925,map04970,map04971,map05010,map05031,map05034,map05133,map05152,map05167,map05200,map05214,map05418",,
NODE_56948_length_903_cov_4.203747_g27677_i0,ko:K07252,"ko00510,map00510",,R01004
NODE_56961_length_902_cov_1059.483001_g27690_i0,ko:K03671,"ko04621,ko05418,map04621,map05418",,
NODE_56971_length_902_cov_52.125440_g27694_i0,ko:K20472,,,
NODE_56973_length_902_cov_36.342321_g27695_i0,ko:K16282,,,
NODE_56981_length_902_cov_12.042204_g27698_i0,"ko:K02206,ko:K06627,ko:K21777","ko04068,ko04110,ko04114,ko04115,ko04151,ko04152,ko04218,ko04914,ko04934,ko05161,ko05162,ko05165,ko05168,ko05169,ko05200,ko05203,ko05215,ko05222,ko05226,map04068,map04110,map04114,map04115,map04151,map04152,map04218,map04914,map04934,map05161,map05162,map05165,map05168,map05169,map05200,map05203,map05215,map05222,map05226","M00692,M00693",
NODE_57009_length_901_cov_49.361502_g27716_i0,ko:K17783,,,
NODE_5700_length_3459_cov_33.096481_g2847_i1,ko:K17086,,,
NODE_57013_length_901_cov_20.049296_g27719_i0,ko:K09250,,,
NODE_57019_length_901_cov_7.372066_g27721_i0,ko:K10526,"ko00592,ko01100,ko01110,map00592,map01100,map01110",M00113,R07887
NODE_57031_length_901_cov_2.869718_g27733_i0,"ko:K04733,ko:K13420","ko04010,ko04016,ko04064,ko04620,ko04621,ko04624,ko04626,ko04722,ko05133,ko05140,ko05142,ko05145,ko05152,ko05162,ko05164,map04010,map04016,map04064,map04620,map04621,map04624,map04626,map04722,map05133,map05140,map05142,map05145,map05152,map05162,map05164",M00686,
NODE_57038_length_900_cov_2966.699177_g22778_i1,ko:K02949,"ko03010,map03010",M00177,
NODE_57041_length_900_cov_428.130435_g27741_i0,ko:K12845,"ko03008,ko03040,map03008,map03040",M00354,
NODE_57049_length_900_cov_134.962397_g25064_i1,ko:K15113,,,
NODE_5705_length_3458_cov_123.703139_g2851_i0,ko:K20184,"ko04138,map04138",,
NODE_5706_length_3458_cov_93.733353_g2852_i0,ko:K05658,"ko02010,ko04976,ko05206,ko05226,map02010,map04976,map05206,map05226",,
NODE_57072_length_900_cov_3.217391_g27760_i0,ko:K11138,"ko04550,map04550",,
NODE_5707_length_3458_cov_5.609563_g2853_i0,ko:K10730,,,
NODE_57090_length_899_cov_69.564706_g22503_i2,ko:K20368,,,
NODE_57091_length_899_cov_59.775294_g27775_i0,ko:K09286,,,
NODE_57098_length_899_cov_21.128235_g25864_i1,ko:K20241,,,
NODE_570_length_6109_cov_39.388284_g36_i2,ko:K09458,"ko00061,ko00780,ko01100,ko01212,map00061,map00780,map01100,map01212","M00083,M00572","R04355,R04726,R04952,R04957,R04960,R04963,R04968,R07762,R10115,R10119"
NODE_57100_length_899_cov_5.954118_g27779_i0,"ko:K09286,ko:K14517","ko04075,map04075",,
NODE_57105_length_899_cov_3.423529_g27783_i0,ko:K13457,"ko04626,map04626",,
NODE_57118_length_898_cov_713.610130_g27795_i0,ko:K02870,"ko03010,map03010",M00177,
NODE_5711_length_3457_cov_89.582160_g2037_i2,"ko:K14442,ko:K21843","ko03018,map03018",,
NODE_57126_length_898_cov_104.883392_g25104_i1,ko:K19748,"ko04115,map04115",,
NODE_57129_length_898_cov_49.994111_g27802_i0,ko:K07418,"ko00590,ko00591,ko01100,ko04212,ko04726,ko04750,ko04913,map00590,map00591,map01100,map04212,map04726,map04750,map04913",,"R07042,R07043,R07044,R07045,R07046,R07048,R07050,R07051,R07052,R07055,R07056"
NODE_57140_length_898_cov_5.817432_g27808_i0,ko:K19613,"ko04014,map04014",,
NODE_57161_length_897_cov_242.091981_g27824_i0,ko:K04733,"ko04010,ko04064,ko04620,ko04621,ko04624,ko04722,ko05133,ko05140,ko05142,ko05145,ko05152,ko05162,ko05164,map04010,map04064,map04620,map04621,map04624,map04722,map05133,map05140,map05142,map05145,map05152,map05162,map05164",M00686,
NODE_57204_length_896_cov_26.268005_g27852_i0,"ko:K17710,ko:K17964",,,
NODE_5722_length_3454_cov_516.748311_g2860_i0,ko:K01535,"ko00190,map00190",,
NODE_57230_length_895_cov_425.035461_g27870_i0,ko:K02899,"ko03010,map03010",M00178,
NODE_57244_length_895_cov_29.619385_g27878_i0,"ko:K17710,ko:K17964",,,
NODE_57272_length_894_cov_211.279290_g27898_i0,ko:K02911,"ko03010,map03010",M00178,
NODE_57297_length_894_cov_5.989349_g27914_i0,"ko:K17710,ko:K17964",,,
NODE_57299_length_894_cov_5.686391_g27915_i0,ko:K01915,"ko00220,ko00250,ko00630,ko00910,ko01100,ko01120,ko01230,ko02020,ko04217,ko04724,ko04727,map00220,map00250,map00630,map00910,map01100,map01120,map01230,map02020,map04217,map04724,map04727",,R00253
NODE_5729_length_3453_cov_93.728261_g2724_i1,ko:K16278,,,
NODE_572_length_6108_cov_13.644661_g271_i0,ko:K04730,"ko04010,ko04064,ko04620,ko04624,ko04722,ko05133,ko05140,ko05142,ko05145,ko05152,ko05162,ko05169,map04010,map04064,map04620,map04624,map04722,map05133,map05140,map05142,map05145,map05152,map05162,map05169",M00686,
NODE_57306_length_894_cov_2.988166_g27922_i0,ko:K01369,"ko04142,ko04612,map04142,map04612",,
NODE_5731_length_3453_cov_80.524383_g821_i2,ko:K14510,"ko04016,ko04075,map04016,map04075",,
NODE_57327_length_893_cov_126.874408_g27935_i0,ko:K09422,,,
NODE_57337_length_893_cov_23.241706_g27940_i0,ko:K13993,"ko04141,map04141",,
NODE_57338_length_893_cov_15.675355_g27941_i0,ko:K19038,,,
NODE_57344_length_893_cov_3.245261_g27946_i0,ko:K00083,"ko00940,ko01100,ko01110,map00940,map01100,map01110",M00039,"R02593,R03918,R06570,R06571,R07437"
NODE_5734_length_3453_cov_18.772033_g2865_i0,ko:K01177,"ko00500,map00500",,"R02112,R11262"
NODE_5735_length_3452_cov_122.633852_g1141_i1,ko:K01507,"ko00190,map00190",,
NODE_57364_length_892_cov_52.569395_g27963_i0,ko:K17991,"ko00073,map00073",,"R09462,R09463"
NODE_5736_length_3452_cov_27.358507_g2866_i0,ko:K11446,,,
NODE_57375_length_892_cov_12.902728_g27970_i0,ko:K00799,"ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418",,"R03522,R07002,R07003,R07004,R07023,R07024,R07025,R07026,R07069,R07070,R07083,R07084,R07091,R07092,R07093,R07094,R07100,R07113,R07116,R08280,R09409,R11905"
NODE_57378_length_892_cov_8.462633_g27973_i0,ko:K11816,"ko00380,ko01100,map00380,map01100",,R10181
NODE_57380_length_892_cov_6.129300_g27975_i0,ko:K08360,,,
NODE_57385_length_892_cov_3.429419_g27980_i0,ko:K07178,"ko03008,map03008",,
NODE_57390_length_892_cov_3.160142_g27985_i0,ko:K20780,,,
NODE_5739_length_3452_cov_10.921246_g2867_i0,ko:K01115,"ko00564,ko00565,ko01100,ko01110,ko04014,ko04024,ko04071,ko04072,ko04144,ko04666,ko04724,ko04912,ko05231,map00564,map00565,map01100,map01110,map04014,map04024,map04071,map04072,map04144,map04666,map04724,map04912,map05231",,"R01310,R02051,R07385"
NODE_57402_length_891_cov_1141.644893_g27997_i0,ko:K03236,"ko03013,map03013",,
NODE_57405_length_891_cov_760.195962_g25644_i1,ko:K02957,"ko03010,map03010",M00177,
NODE_57421_length_891_cov_5.631829_g28008_i0,ko:K01597,"ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130",M00095,R01121
NODE_5742_length_3450_cov_175.475448_g2870_i0,"ko:K01188,ko:K19964","ko00230,ko00460,ko00500,ko00940,ko01100,ko01110,ko01120,map00230,map00460,map00500,map00940,map01100,map01110,map01120",,"R00026,R02558,R02887,R02985,R03527,R04949,R04998,R06601,R10035,R10039,R10040"
NODE_5743_length_3450_cov_58.651867_g1380_i2,ko:K19513,,,
NODE_57440_length_890_cov_1313.338882_g28027_i0,ko:K07466,"ko03030,ko03420,ko03430,ko03440,ko03460,map03030,map03420,map03430,map03440,map03460",M00288,
NODE_57446_length_890_cov_164.717004_g28030_i0,ko:K02962,"ko03010,map03010","M00177,M00179",
NODE_57456_length_890_cov_20.112961_g28035_i0,ko:K09377,,,
NODE_57487_length_889_cov_35.760714_g28063_i0,"ko:K08002,ko:K08006",,,
NODE_57495_length_889_cov_10.247619_g28069_i0,ko:K13459,"ko04626,map04626",,
NODE_5749_length_3449_cov_235.371176_g1663_i3,ko:K08835,,,
NODE_57500_length_889_cov_4.350000_g28072_i0,ko:K01115,"ko00564,ko00565,ko01100,ko01110,ko04014,ko04024,ko04071,ko04072,ko04144,ko04666,ko04724,ko04912,ko05231,map00564,map00565,map01100,map01110,map04014,map04024,map04071,map04072,map04144,map04666,map04724,map04912,map05231",,"R01310,R02051,R07385"
NODE_57511_length_888_cov_4556.912992_g28082_i0,ko:K08907,"ko00196,map00196",,
NODE_57512_length_888_cov_755.243147_g28083_i0,ko:K03955,"ko00190,ko01100,ko04714,ko04723,ko04932,ko05010,ko05012,ko05016,map00190,map01100,map04714,map04723,map04932,map05010,map05012,map05016",M00146,
NODE_5753_length_3449_cov_150.462941_g2874_i0,ko:K14006,"ko04141,map04141",M00404,
NODE_5754_length_3449_cov_149.772941_g2505_i1,ko:K12842,"ko03040,map03040",,
NODE_57551_length_888_cov_1.591180_g28109_i0,ko:K13065,"ko00940,ko00941,ko00945,ko01100,ko01110,map00940,map00941,map00945,map01100,map01110",M00039,"R01945,R02416,R07432,R07433"
NODE_57552_length_887_cov_1369.873508_g23767_i1,ko:K07213,"ko04978,map04978",,
NODE_57553_length_887_cov_823.297136_g28110_i0,ko:K02951,"ko03010,map03010",M00177,
NODE_57574_length_887_cov_23.874702_g28120_i0,ko:K15601,"ko04714,map04714",,
NODE_57580_length_887_cov_8.613365_g28124_i0,ko:K20855,,,
NODE_57609_length_886_cov_241.418160_g28147_i0,ko:K03676,,,
NODE_5760_length_3448_cov_270.662254_g2108_i2,ko:K12124,"ko04712,map04712",,
NODE_57626_length_886_cov_23.933094_g28154_i0,ko:K09286,,,
NODE_57627_length_886_cov_12.474313_g28155_i0,ko:K10798,"ko03410,ko04210,ko04212,ko04214,ko04217,map03410,map04210,map04212,map04214,map04217",M00296,
NODE_57631_length_886_cov_7.360812_g28158_i0,"ko:K02088,ko:K02206","ko04068,ko04110,ko04114,ko04115,ko04151,ko04218,ko04914,ko04934,ko05161,ko05162,ko05165,ko05168,ko05169,ko05200,ko05203,ko05215,ko05222,ko05226,map04068,map04110,map04114,map04115,map04151,map04218,map04914,map04934,map05161,map05162,map05165,map05168,map05169,map05200,map05203,map05215,map05222,map05226","M00692,M00693",
NODE_57632_length_886_cov_6.980884_g28159_i0,ko:K08681,"ko00750,map00750",,R07456
NODE_57633_length_886_cov_6.549582_g28160_i0,ko:K19041,,,
NODE_57637_length_886_cov_3.618877_g28164_i0,ko:K09391,,,
NODE_57640_length_886_cov_3.217443_g28167_i0,ko:K05933,"ko00270,ko01100,ko01110,map00270,map01100,map01110",M00368,R07214
NODE_57641_length_886_cov_3.168459_g28168_i0,ko:K05953,,,
NODE_57661_length_885_cov_398.677033_g28181_i0,ko:K12833,"ko03040,map03040",M00352,
NODE_5766_length_3447_cov_189.287522_g1052_i3,ko:K08287,,,
NODE_57690_length_885_cov_4.001196_g28199_i0,ko:K05391,"ko04626,map04626",,
NODE_576_length_6104_cov_50.807597_g273_i0,ko:K14310,"ko03013,map03013",M00427,
NODE_5770_length_3447_cov_103.134197_g2880_i0,ko:K13947,,,
NODE_5771_length_3447_cov_59.874338_g2881_i0,ko:K13192,,,
NODE_57735_length_884_cov_6.162874_g28228_i0,ko:K07195,"ko04910,map04910",,
NODE_57736_length_884_cov_5.525749_g28229_i0,ko:K13899,"ko04970,map04970",,
NODE_57747_length_884_cov_2.536527_g28240_i0,ko:K04730,"ko04010,ko04064,ko04620,ko04624,ko04722,ko05133,ko05140,ko05142,ko05145,ko05152,ko05162,ko05169,map04010,map04064,map04620,map04624,map04722,map05133,map05140,map05142,map05145,map05152,map05162,map05169",M00686,
NODE_57750_length_884_cov_2.178443_g28243_i0,"ko:K20043,ko:K20044",,,
NODE_57751_length_884_cov_2.136527_g28244_i0,ko:K09422,,,
NODE_57757_length_883_cov_933.509592_g28247_i0,ko:K03868,"ko03420,ko04066,ko04110,ko04111,ko04114,ko04120,ko04141,ko04310,ko04341,ko04350,ko04710,ko05200,ko05211,map03420,map04066,map04110,map04111,map04114,map04120,map04141,map04310,map04341,map04350,map04710,map05200,map05211","M00379,M00380,M00381,M00382,M00383,M00384,M00385,M00386,M00387,M00407,M00411",
NODE_5775_length_3446_cov_149.327348_g2883_i0,ko:K10635,,,
NODE_57761_length_883_cov_224.628297_g28249_i0,ko:K15095,"ko00902,ko01110,map00902,map01110",,R02548
NODE_57770_length_883_cov_23.605516_g28254_i0,ko:K13459,"ko04626,map04626",,
NODE_5777_length_3446_cov_54.896085_g1155_i2,ko:K14558,"ko03008,map03008",,
NODE_57797_length_882_cov_1358.974790_g28278_i0,ko:K02903,"ko03010,map03010",M00177,
NODE_57798_length_882_cov_756.465786_g28279_i0,ko:K03939,"ko00190,ko01100,ko04714,ko04723,ko04932,ko05010,ko05012,ko05016,map00190,map01100,map04714,map04723,map04932,map05010,map05012,map05016",M00143,
NODE_57818_length_882_cov_12.212485_g28289_i0,ko:K10396,"ko04144,ko04728,map04144,map04728",,
NODE_57831_length_882_cov_2.715486_g28300_i0,ko:K22184,,,
NODE_57835_length_881_cov_2845.558894_g25393_i1,ko:K02868,"ko03010,map03010",M00177,
